membership:sample_set_id	sample_id
Cum_Tumors_22_all	AA34-Tumor-SM-D4L25
Cum_Tumors_22_all	AA36-Tumor-SM-D4L2H
Cum_Tumors_22_all	AA39-Tumor-SM-D4L3Q
Cum_Tumors_22_all	AA40-Tumor-SM-D4L42
Cum_Tumors_22_all	AB044-Tumor-SM-D4L2M
Cum_Tumors_22_all	ANGMCSS-Tumor-SM-D4L2G
Cum_Tumors_22_all	BT1008-Tumor-SM-D4L45
Cum_Tumors_22_all	BT922-Tumor-SM-D4L1W
Cum_Tumors_22_all	BT923-Tumor-SM-D4L3W
Cum_Tumors_22_all	BT950-Tumor-SM-D4L48
Cum_Tumors_22_all	BT961-Tumor-SM-D4L3C
Cum_Tumors_22_all	BT972-Tumor-SM-D4L3Y
Cum_Tumors_22_all	CHLA200-Tumor-SM-CNN37
Cum_Tumors_22_all	CO001-Tumor-SM-D4L3V
Cum_Tumors_22_all	CO002-Tumor-SM-D4L47
Cum_Tumors_22_all	CO003-Tumor-SM-D4L1Y
Cum_Tumors_22_all	CO004-Tumor-SM-D4L3B
Cum_Tumors_22_all	CO005-Tumor-SM-D4L2P
Cum_Tumors_22_all	CO006-Tumor-SM-D4L7Q
Cum_Tumors_22_all	CO007-Tumor-SM-D4L49
Cum_Tumors_22_all	COGAR359-Tumor-SM-CNN4H
Cum_Tumors_22_all	COGH430-Tumor-SM-CNN2V
Cum_Tumors_22_all	CY004-Tumor-SM-D4L3I
Cum_Tumors_22_all	CY007-Tumor-SM-D4L2V
Cum_Tumors_22_all	CY010-Tumor-SM-D4L2Z
Cum_Tumors_22_all	DW027-Tumor-SM-CJX4Z
Cum_Tumors_22_all	DW031-Tumor-SM-CJX51
Cum_Tumors_22_all	DW031-Tumor-SM-CJX52
Cum_Tumors_22_all	DW032-Tumor-SM-CJX53
Cum_Tumors_22_all	DW033-Tumor-SM-CJX54
Cum_Tumors_22_all	EH014-Tumor-SM-D4L26
Cum_Tumors_22_all	EH014-Tumor-SM-D4L1T
Cum_Tumors_22_all	EH014-Tumor-SM-D4L2W
Cum_Tumors_22_all	EH015-Tumor-SM-D4L1Z
Cum_Tumors_22_all	EH015-Tumor-SM-D4L2X
Cum_Tumors_22_all	EH015-Tumor-SM-D4L3A
Cum_Tumors_22_all	EH015-Tumor-SM-D4L2B
Cum_Tumors_22_all	GIMEN-Tumor-SM-D4L3E
Cum_Tumors_22_all	H103-Tumor-SM-D4L41
Cum_Tumors_22_all	H157-Tumor-SM-D4L34
Cum_Tumors_22_all	HG002-Tumor-SM-D4L3T
Cum_Tumors_22_all	HG008-Tumor-SM-D4L3O
Cum_Tumors_22_all	HG009-Tumor-SM-D4L3D
Cum_Tumors_22_all	HG019-Tumor-SM-D4L3Z
Cum_Tumors_22_all	HG020-Tumor-SM-D4L2Q
