membership:sample_set_id	sample_id
Cum_21_all	AA33-Normal-SM-D4L4D
Cum_21_all	AA34-Tumor-SM-D4L25
Cum_21_all	AA36-Tumor-SM-D4L2H
Cum_21_all	AA39-Tumor-SM-D4L3Q
Cum_21_all	AA40-Tumor-SM-D4L42
Cum_21_all	AB044-Tumor-SM-D4L2M
Cum_21_all	ANGMCSS-Tumor-SM-D4L2G
Cum_21_all	BT1008-Tumor-SM-D4L45
Cum_21_all	BT922-Tumor-SM-D4L1W
Cum_21_all	BT923-Tumor-SM-D4L3W
Cum_21_all	BT950-Tumor-SM-D4L48
Cum_21_all	BT961-Tumor-SM-D4L3C
Cum_21_all	BT972-Tumor-SM-D4L3Y
Cum_21_all	CHLA200-Tumor-SM-CNN37
Cum_21_all	CO001-Tumor-SM-D4L3V
Cum_21_all	CO002-Tumor-SM-D4L47
Cum_21_all	CO003-Tumor-SM-D4L1Y
Cum_21_all	CO004-Tumor-SM-D4L3B
Cum_21_all	CO005-Tumor-SM-D4L2P
Cum_21_all	CO006-Tumor-SM-D4L7Q
Cum_21_all	CO007-Tumor-SM-D4L49
Cum_21_all	COGAR359-Tumor-SM-CNN4H
Cum_21_all	COGH430-Tumor-SM-CNN2V
Cum_21_all	CY004-Tumor-SM-D4L3I
Cum_21_all	CY007-Tumor-SM-D4L2V
Cum_21_all	CY010-Tumor-SM-D4L2Z
Cum_21_all	DW027-Tumor-SM-CJX4Z
Cum_21_all	DW031-Tumor-SM-CJX51
Cum_21_all	DW031-Tumor-SM-CJX52
Cum_21_all	DW032-Tumor-SM-CJX53
Cum_21_all	DW033-Tumor-SM-CJX54
Cum_21_all	EH014-Normal-SM-D4L35
Cum_21_all	EH014-Normal-SM-D4L46
Cum_21_all	EH014-Normal-SM-D4L27
Cum_21_all	EH014-Tumor-SM-D4L26
Cum_21_all	EH014-Tumor-SM-D4L1T
Cum_21_all	EH014-Tumor-SM-D4L2W
Cum_21_all	EH015-Normal-SM-D4L2J
Cum_21_all	EH015-Normal-SM-D4L38
Cum_21_all	EH015-Normal-SM-D4L2L
Cum_21_all	EH015-Tumor-SM-D4L1Z
Cum_21_all	EH015-Tumor-SM-D4L2X
Cum_21_all	EH015-Tumor-SM-D4L3A
Cum_21_all	EH015-Tumor-SM-D4L2B
Cum_21_all	EH016-Normal-SM-D4L2E
Cum_21_all	GIMEN-Tumor-SM-D4L3E
Cum_21_all	H103-Tumor-SM-D4L41
Cum_21_all	H157-Tumor-SM-D4L34
Cum_21_all	HG002-Tumor-SM-D4L3T
Cum_21_all	HG008-Tumor-SM-D4L3O
Cum_21_all	HG009-Tumor-SM-D4L3D
Cum_21_all	HG019-Tumor-SM-D4L3Z
Cum_21_all	HG020-Tumor-SM-D4L2Q
Cum_21_all	JL54-Normal-SM-D4L3X
Cum_21_all	JL54-Tumor-SM-D4L2D
Cum_21_all	JL58-Normal-SM-D4L4B
Cum_21_all	JL58-Tumor-SM-D4L32
Cum_21_all	JNT100-Tumor-SM-D1849
Cum_21_all	JNT101-Tumor-SM-D184A
Cum_21_all	JNT102-Tumor-SM-D184B
Cum_21_all	JNT103-Tumor-SM-D184C
Cum_21_all	JNT104-Tumor-SM-D184D
Cum_21_all	JNT105-Tumor-SM-D184E
Cum_21_all	JNT106-Tumor-SM-D184F
Cum_21_all	JNT107-Tumor-SM-D184G
Cum_21_all	JNT108-Tumor-SM-D184H
Cum_21_all	JNT109-Tumor-SM-D184I
Cum_21_all	JNT110-Tumor-SM-D184J
Cum_21_all	JNT111-Tumor-SM-D184K
Cum_21_all	JNT112-Tumor-SM-D184L
Cum_21_all	JNT113-Tumor-SM-D184M
Cum_21_all	JNT114-Tumor-SM-D184N
Cum_21_all	JNT115-Tumor-SM-D184O
Cum_21_all	JNT116-Tumor-SM-D184P
Cum_21_all	JNT117-Tumor-SM-D184Q
Cum_21_all	JNT118-Tumor-SM-D184R
Cum_21_all	JNT119-Tumor-SM-D184S
Cum_21_all	JNT120-Tumor-SM-D184T
Cum_21_all	JNT121-Tumor-SM-D184U
